value	id	channel	patient_type	replicate	subject_group	patrep_id	cell_id	cluster
0.044167986	109	DNA1	Patient	1	Patient	P01R01	P01R01_0109	1
0.049798214	110	DNA1	Patient	1	Patient	P01R01	P01R01_0110	1
0.382258609	111	DNA1	Patient	1	Patient	P01R01	P01R01_0111	1
0.042792622	112	DNA1	Patient	1	Patient	P01R01	P01R01_0112	1
0.05894507	113	DNA1	Patient	1	Patient	P01R01	P01R01_0113	1
0.039676482	114	DNA1	Patient	1	Patient	P01R01	P01R01_0114	1
0.060599253	115	DNA1	Patient	1	Patient	P01R01	P01R01_0115	1
0.042202842	116	DNA1	Patient	1	Patient	P01R01	P01R01_0116	1
0.059116078	117	DNA1	Patient	1	Patient	P01R01	P01R01_0117	1
0.092872716	118	DNA1	Patient	1	Patient	P01R01	P01R01_0118	1
0.121032605	119	DNA1	Patient	1	Patient	P01R01	P01R01_0119	1
0.135493321	120	DNA1	Patient	1	Patient	P01R01	P01R01_0120	1
0.109970008	121	DNA1	Patient	1	Patient	P01R01	P01R01_0121	1
0.03718209	122	DNA1	Patient	1	Patient	P01R01	P01R01_0122	1
0.04819061	123	DNA1	Patient	1	Patient	P01R01	P01R01_0123	1
0.034378123	124	DNA1	Patient	1	Patient	P01R01	P01R01_0124	1
0.049345887	125	DNA1	Patient	1	Patient	P01R01	P01R01_0125	1
0.039614271	126	DNA1	Patient	1	Patient	P01R01	P01R01_0126	1
0.054114035	127	DNA1	Patient	1	Patient	P01R01	P01R01_0127	1
0.05386043	128	DNA1	Patient	1	Patient	P01R01	P01R01_0128	1
0.272031021	129	DNA1	Patient	1	Patient	P01R01	P01R01_0129	1
0.039382329	130	DNA1	Patient	1	Patient	P01R01	P01R01_0130	1
0.068157698	131	DNA1	Patient	1	Patient	P01R01	P01R01_0131	1
0.046785765	132	DNA1	Patient	1	Patient	P01R01	P01R01_0132	1
0.090248309	133	DNA1	Patient	1	Patient	P01R01	P01R01_0133	1
0.063788353	134	DNA1	Patient	1	Patient	P01R01	P01R01_0134	1
0.097437489	135	DNA1	Patient	1	Patient	P01R01	P01R01_0135	1
0.08374626	136	DNA1	Patient	1	Patient	P01R01	P01R01_0136	1
0.058679779	137	DNA1	Patient	1	Patient	P01R01	P01R01_0137	1
0.083155853	138	DNA1	Patient	1	Patient	P01R01	P01R01_0138	1
0.168496672	139	DNA1	Patient	1	Patient	P01R01	P01R01_0139	1
0.117643878	140	DNA1	Patient	1	Patient	P01R01	P01R01_0140	1
0.076248648	141	DNA1	Patient	1	Patient	P01R01	P01R01_0141	1
0.05548852	142	DNA1	Patient	1	Patient	P01R01	P01R01_0142	1
0.027123151	143	DNA1	Patient	1	Patient	P01R01	P01R01_0143	1
0.304026838	144	DNA1	Patient	1	Patient	P01R01	P01R01_0144	1
0.124598016	145	DNA1	Patient	1	Patient	P01R01	P01R01_0145	1
0.111399812	146	DNA1	Patient	1	Patient	P01R01	P01R01_0146	1
0.095423281	147	DNA1	Patient	1	Patient	P01R01	P01R01_0147	1
0.048580233	148	DNA1	Patient	1	Patient	P01R01	P01R01_0148	1
0.05684635	149	DNA1	Patient	1	Patient	P01R01	P01R01_0149	1
0.074899756	150	DNA1	Patient	1	Patient	P01R01	P01R01_0150	1
0.04585409	151	DNA1	Patient	1	Patient	P01R01	P01R01_0151	1
0.090470513	152	DNA1	Patient	1	Patient	P01R01	P01R01_0152	1
0.040764803	153	DNA1	Patient	1	Patient	P01R01	P01R01_0153	1
0.307987624	154	DNA1	Patient	1	Patient	P01R01	P01R01_0154	1
0.048401887	155	DNA1	Patient	1	Patient	P01R01	P01R01_0155	1
0.085019233	156	DNA1	Patient	1	Patient	P01R01	P01R01_0156	1
0.097004864	157	DNA1	Patient	1	Patient	P01R01	P01R01_0157	1
0.089401217	158	DNA1	Patient	1	Patient	P01R01	P01R01_0158	1
0.08347076	159	DNA1	Patient	1	Patient	P01R01	P01R01_0159	1
0.06915935	160	DNA1	Patient	1	Patient	P01R01	P01R01_0160	1
0.134408926	161	DNA1	Patient	1	Patient	P01R01	P01R01_0161	1
0.061374051	162	DNA1	Patient	1	Patient	P01R01	P01R01_0162	1
0.125240418	163	DNA1	Patient	1	Patient	P01R01	P01R01_0163	1
0.38002623	164	DNA1	Patient	1	Patient	P01R01	P01R01_0164	1
0.090169133	165	DNA1	Patient	1	Patient	P01R01	P01R01_0165	1
0.0869059	166	DNA1	Patient	1	Patient	P01R01	P01R01_0166	1
0.044053889	167	DNA1	Patient	1	Patient	P01R01	P01R01_0167	1
0.182649739	168	DNA1	Patient	1	Patient	P01R01	P01R01_0168	1
0.057121329	169	DNA1	Patient	1	Patient	P01R01	P01R01_0169	1
0.061960001	170	DNA1	Patient	1	Patient	P01R01	P01R01_0170	1
0.082720523	171	DNA1	Patient	1	Patient	P01R01	P01R01_0171	1
0.047211263	172	DNA1	Patient	1	Patient	P01R01	P01R01_0172	1
0.060706629	173	DNA1	Patient	1	Patient	P01R01	P01R01_0173	1
0.061367456	174	DNA1	Patient	1	Patient	P01R01	P01R01_0174	1
0.09010254	175	DNA1	Patient	1	Patient	P01R01	P01R01_0175	1
0.062564011	176	DNA1	Patient	1	Patient	P01R01	P01R01_0176	1
0.295535782	177	DNA1	Patient	1	Patient	P01R01	P01R01_0177	1
0.054360382	178	DNA1	Patient	1	Patient	P01R01	P01R01_0178	1
0.073289604	179	DNA1	Patient	1	Patient	P01R01	P01R01_0179	1
0.057637491	180	DNA1	Patient	1	Patient	P01R01	P01R01_0180	1
0.077584253	181	DNA1	Patient	1	Patient	P01R01	P01R01_0181	1
0.049842062	182	DNA1	Patient	1	Patient	P01R01	P01R01_0182	1
0.052221392	183	DNA1	Patient	1	Patient	P01R01	P01R01_0183	1
0.064059835	184	DNA1	Patient	1	Patient	P01R01	P01R01_0184	1
0.068923586	185	DNA1	Patient	1	Patient	P01R01	P01R01_0185	1
0.097491592	186	DNA1	Patient	1	Patient	P01R01	P01R01_0186	1
0.088036093	187	DNA1	Patient	1	Patient	P01R01	P01R01_0187	1
0.078478932	188	DNA1	Patient	1	Patient	P01R01	P01R01_0188	1
0.105551276	189	DNA1	Patient	1	Patient	P01R01	P01R01_0189	1
0.04719193	190	DNA1	Patient	1	Patient	P01R01	P01R01_0190	1
0.083542847	191	DNA1	Patient	1	Patient	P01R01	P01R01_0191	1
0.080091438	192	DNA1	Patient	1	Patient	P01R01	P01R01_0192	1
0.104576112	193	DNA1	Patient	1	Patient	P01R01	P01R01_0193	1
0.059931523	194	DNA1	Patient	1	Patient	P01R01	P01R01_0194	1
0.043292059	195	DNA1	Patient	1	Patient	P01R01	P01R01_0195	1
0.057391142	196	DNA1	Patient	1	Patient	P01R01	P01R01_0196	1
0.041147317	197	DNA1	Patient	1	Patient	P01R01	P01R01_0197	1
0.099365788	198	DNA1	Patient	1	Patient	P01R01	P01R01_0198	1
0.048655484	199	DNA1	Patient	1	Patient	P01R01	P01R01_0199	1
0.035149783	200	DNA1	Patient	1	Patient	P01R01	P01R01_0200	1
0.221791407	201	DNA1	Patient	1	Patient	P01R01	P01R01_0201	1
0.219463545	202	DNA1	Patient	1	Patient	P01R01	P01R01_0202	1
0.043225006	203	DNA1	Patient	1	Patient	P01R01	P01R01_0203	1
0.056670933	204	DNA1	Patient	1	Patient	P01R01	P01R01_0204	1
0.104505432	205	DNA1	Patient	1	Patient	P01R01	P01R01_0205	1
0.078226407	206	DNA1	Patient	1	Patient	P01R01	P01R01_0206	1
0.09033312	207	DNA1	Patient	1	Patient	P01R01	P01R01_0207	1
0.123201718	208	DNA1	Patient	1	Patient	P01R01	P01R01_0208	1
0.040170693	209	DNA1	Patient	1	Patient	P01R01	P01R01_0209	1
0.151601841	1	DNA2	Patient	1	Patient	P01R01	P01R01_0001	1
0.073075544	2	DNA2	Patient	1	Patient	P01R01	P01R01_0002	1
0.06887249	3	DNA2	Patient	1	Patient	P01R01	P01R01_0003	1
0.128861741	4	DNA2	Patient	1	Patient	P01R01	P01R01_0004	1
0.185310557	5	DNA2	Patient	1	Patient	P01R01	P01R01_0005	1
0.105911964	6	DNA2	Patient	1	Patient	P01R01	P01R01_0006	1
0.076801027	7	DNA2	Patient	1	Patient	P01R01	P01R01_0007	1
0.062400185	8	DNA2	Patient	1	Patient	P01R01	P01R01_0008	1
0.058262925	9	DNA2	Patient	1	Patient	P01R01	P01R01_0009	1
0.050600873	10	DNA2	Patient	1	Patient	P01R01	P01R01_0010	1
0.077450817	11	DNA2	Patient	1	Patient	P01R01	P01R01_0011	1
0.060138695	12	DNA2	Patient	1	Patient	P01R01	P01R01_0012	1
0.054102966	13	DNA2	Patient	1	Patient	P01R01	P01R01_0013	1
0.057277658	14	DNA2	Patient	1	Patient	P01R01	P01R01_0014	1
0.0415549	15	DNA2	Patient	1	Patient	P01R01	P01R01_0015	1
0.034708956	16	DNA2	Patient	1	Patient	P01R01	P01R01_0016	1
0.054210433	17	DNA2	Patient	1	Patient	P01R01	P01R01_0017	1
0.347527444	18	DNA2	Patient	1	Patient	P01R01	P01R01_0018	1
0.091588359	19	DNA2	Patient	1	Patient	P01R01	P01R01_0019	1
0.062828024	20	DNA2	Patient	1	Patient	P01R01	P01R01_0020	1
0.047030356	21	DNA2	Patient	1	Patient	P01R01	P01R01_0021	1
0.057516181	22	DNA2	Patient	1	Patient	P01R01	P01R01_0022	1
0.061516572	23	DNA2	Patient	1	Patient	P01R01	P01R01_0023	1
0.052006692	24	DNA2	Patient	1	Patient	P01R01	P01R01_0024	1
0.191322413	25	DNA2	Patient	1	Patient	P01R01	P01R01_0025	1
0.094231348	26	DNA2	Patient	1	Patient	P01R01	P01R01_0026	1
0.043849478	27	DNA2	Patient	1	Patient	P01R01	P01R01_0027	1
0.526950501	28	DNA2	Patient	1	Patient	P01R01	P01R01_0028	1
0.043864841	29	DNA2	Patient	1	Patient	P01R01	P01R01_0029	1
0.129011339	30	DNA2	Patient	1	Patient	P01R01	P01R01_0030	1
0.061014749	31	DNA2	Patient	1	Patient	P01R01	P01R01_0031	1
0.272828476	32	DNA2	Patient	1	Patient	P01R01	P01R01_0032	1
0.075394957	33	DNA2	Patient	1	Patient	P01R01	P01R01_0033	1
0.171232566	34	DNA2	Patient	1	Patient	P01R01	P01R01_0034	1
0.063037596	35	DNA2	Patient	1	Patient	P01R01	P01R01_0035	1
0.098819779	36	DNA2	Patient	1	Patient	P01R01	P01R01_0036	1
0.182077838	37	DNA2	Patient	1	Patient	P01R01	P01R01_0037	1
0.179211078	38	DNA2	Patient	1	Patient	P01R01	P01R01_0038	1
0.076161031	39	DNA2	Patient	1	Patient	P01R01	P01R01_0039	1
0.054916404	40	DNA2	Patient	1	Patient	P01R01	P01R01_0040	1
0.044451451	41	DNA2	Patient	1	Patient	P01R01	P01R01_0041	1
0.095380199	42	DNA2	Patient	1	Patient	P01R01	P01R01_0042	1
0.059212582	43	DNA2	Patient	1	Patient	P01R01	P01R01_0043	1
0.212169219	44	DNA2	Patient	1	Patient	P01R01	P01R01_0044	1
0.037144408	45	DNA2	Patient	1	Patient	P01R01	P01R01_0045	1
0.045424708	46	DNA2	Patient	1	Patient	P01R01	P01R01_0046	1
0.142979179	47	DNA2	Patient	1	Patient	P01R01	P01R01_0047	1
0.079962921	48	DNA2	Patient	1	Patient	P01R01	P01R01_0048	1
0.162675536	49	DNA2	Patient	1	Patient	P01R01	P01R01_0049	1
0.054683862	50	DNA2	Patient	1	Patient	P01R01	P01R01_0050	1
0.063885711	51	DNA2	Patient	1	Patient	P01R01	P01R01_0051	1
0.040842497	52	DNA2	Patient	1	Patient	P01R01	P01R01_0052	1
0.0801997	53	DNA2	Patient	1	Patient	P01R01	P01R01_0053	1
0.074267936	54	DNA2	Patient	1	Patient	P01R01	P01R01_0054	1
0.045906596	55	DNA2	Patient	1	Patient	P01R01	P01R01_0055	1
0.05919417	56	DNA2	Patient	1	Patient	P01R01	P01R01_0056	1
0.131583321	57	DNA2	Patient	1	Patient	P01R01	P01R01_0057	1
0.069098484	58	DNA2	Patient	1	Patient	P01R01	P01R01_0058	1
0.05466074	59	DNA2	Patient	1	Patient	P01R01	P01R01_0059	1
0.06670398	60	DNA2	Patient	1	Patient	P01R01	P01R01_0060	1
0.066935102	61	DNA2	Patient	1	Patient	P01R01	P01R01_0061	1
0.057356674	62	DNA2	Patient	1	Patient	P01R01	P01R01_0062	1
0.064318665	63	DNA2	Patient	1	Patient	P01R01	P01R01_0063	1
0.086896565	64	DNA2	Patient	1	Patient	P01R01	P01R01_0064	1
0.082411199	65	DNA2	Patient	1	Patient	P01R01	P01R01_0065	1
0.049772755	66	DNA2	Patient	1	Patient	P01R01	P01R01_0066	1
0.112543736	67	DNA2	Patient	1	Patient	P01R01	P01R01_0067	1
0.059566523	68	DNA2	Patient	1	Patient	P01R01	P01R01_0068	1
0.204652337	69	DNA2	Patient	1	Patient	P01R01	P01R01_0069	1
0.055408724	70	DNA2	Patient	1	Patient	P01R01	P01R01_0070	1
0.16319699	71	DNA2	Patient	1	Patient	P01R01	P01R01_0071	1
0.076878522	72	DNA2	Patient	1	Patient	P01R01	P01R01_0072	1
0.100299969	73	DNA2	Patient	1	Patient	P01R01	P01R01_0073	1
0.07884715	74	DNA2	Patient	1	Patient	P01R01	P01R01_0074	1
0.074457377	75	DNA2	Patient	1	Patient	P01R01	P01R01_0075	1
0.062883005	76	DNA2	Patient	1	Patient	P01R01	P01R01_0076	1
0.098497038	77	DNA2	Patient	1	Patient	P01R01	P01R01_0077	1
0.090096575	78	DNA2	Patient	1	Patient	P01R01	P01R01_0078	1
0.046973223	79	DNA2	Patient	1	Patient	P01R01	P01R01_0079	1
0.08112419	80	DNA2	Patient	1	Patient	P01R01	P01R01_0080	1
0.088374446	81	DNA2	Patient	1	Patient	P01R01	P01R01_0081	1
0.062712138	82	DNA2	Patient	1	Patient	P01R01	P01R01_0082	1
0.123259294	83	DNA2	Patient	1	Patient	P01R01	P01R01_0083	1
0.042357929	84	DNA2	Patient	1	Patient	P01R01	P01R01_0084	1
0.074577469	85	DNA2	Patient	1	Patient	P01R01	P01R01_0085	1
0.080097563	86	DNA2	Patient	1	Patient	P01R01	P01R01_0086	1
0.061347588	87	DNA2	Patient	1	Patient	P01R01	P01R01_0087	1
0.04663672	88	DNA2	Patient	1	Patient	P01R01	P01R01_0088	1
0.103596494	89	DNA2	Patient	1	Patient	P01R01	P01R01_0089	1
0.091780086	90	DNA2	Patient	1	Patient	P01R01	P01R01_0090	1
0.043462253	91	DNA2	Patient	1	Patient	P01R01	P01R01_0091	1
0.137276601	92	DNA2	Patient	1	Patient	P01R01	P01R01_0092	1
0.098182634	93	DNA2	Patient	1	Patient	P01R01	P01R01_0093	1
0.069023456	94	DNA2	Patient	1	Patient	P01R01	P01R01_0094	1
0.108678327	95	DNA2	Patient	1	Patient	P01R01	P01R01_0095	1
0.053421645	96	DNA2	Patient	1	Patient	P01R01	P01R01_0096	1
0.050884176	97	DNA2	Patient	1	Patient	P01R01	P01R01_0097	1
0.058537648	98	DNA2	Patient	1	Patient	P01R01	P01R01_0098	1
0.071513646	99	DNA2	Patient	1	Patient	P01R01	P01R01_0099	1
0.163797732	100	DNA2	Patient	1	Patient	P01R01	P01R01_0100	1
0.071185161	101	DNA2	Patient	1	Patient	P01R01	P01R01_0101	1
0.073737162	102	DNA2	Patient	1	Patient	P01R01	P01R01_0102	1
0.064245357	103	DNA2	Patient	1	Patient	P01R01	P01R01_0103	1
0.140633322	104	DNA2	Patient	1	Patient	P01R01	P01R01_0104	1
0.284445793	105	DNA2	Patient	1	Patient	P01R01	P01R01_0105	1
0.095250535	106	DNA2	Patient	1	Patient	P01R01	P01R01_0106	1
0.053353096	107	DNA2	Patient	1	Patient	P01R01	P01R01_0107	1
0.104830355	108	DNA2	Patient	1	Patient	P01R01	P01R01_0108	1
0.0532109	109	DNA2	Patient	1	Patient	P01R01	P01R01_0109	1
0.08545702	110	DNA2	Patient	1	Patient	P01R01	P01R01_0110	1
0.521789312	111	DNA2	Patient	1	Patient	P01R01	P01R01_0111	1
0.069833597	112	DNA2	Patient	1	Patient	P01R01	P01R01_0112	1
0.090732474	113	DNA2	Patient	1	Patient	P01R01	P01R01_0113	1
0.05911758	114	DNA2	Patient	1	Patient	P01R01	P01R01_0114	1
0.083776672	115	DNA2	Patient	1	Patient	P01R01	P01R01_0115	1
0.0525831	116	DNA2	Patient	1	Patient	P01R01	P01R01_0116	1
0.080458924	117	DNA2	Patient	1	Patient	P01R01	P01R01_0117	1
0.161582669	118	DNA2	Patient	1	Patient	P01R01	P01R01_0118	1
0.180414354	119	DNA2	Patient	1	Patient	P01R01	P01R01_0119	1
0.190108529	120	DNA2	Patient	1	Patient	P01R01	P01R01_0120	1
0.163068869	121	DNA2	Patient	1	Patient	P01R01	P01R01_0121	1
0.070295046	122	DNA2	Patient	1	Patient	P01R01	P01R01_0122	1
0.070882457	123	DNA2	Patient	1	Patient	P01R01	P01R01_0123	1
0.047427026	124	DNA2	Patient	1	Patient	P01R01	P01R01_0124	1
0.075394643	125	DNA2	Patient	1	Patient	P01R01	P01R01_0125	1
0.081730753	126	DNA2	Patient	1	Patient	P01R01	P01R01_0126	1
0.079317132	127	DNA2	Patient	1	Patient	P01R01	P01R01_0127	1
0.065243507	128	DNA2	Patient	1	Patient	P01R01	P01R01_0128	1
0.439527257	129	DNA2	Patient	1	Patient	P01R01	P01R01_0129	1
0.064655648	130	DNA2	Patient	1	Patient	P01R01	P01R01_0130	1
0.091669168	131	DNA2	Patient	1	Patient	P01R01	P01R01_0131	1
0.066676622	132	DNA2	Patient	1	Patient	P01R01	P01R01_0132	1
0.15063111	133	DNA2	Patient	1	Patient	P01R01	P01R01_0133	1
0.095585344	134	DNA2	Patient	1	Patient	P01R01	P01R01_0134	1
0.139116318	135	DNA2	Patient	1	Patient	P01R01	P01R01_0135	1
0.143370035	136	DNA2	Patient	1	Patient	P01R01	P01R01_0136	1
0.093739026	137	DNA2	Patient	1	Patient	P01R01	P01R01_0137	1
0.11340393	138	DNA2	Patient	1	Patient	P01R01	P01R01_0138	1
0.315293759	139	DNA2	Patient	1	Patient	P01R01	P01R01_0139	1
0.181761753	140	DNA2	Patient	1	Patient	P01R01	P01R01_0140	1
0.120190063	141	DNA2	Patient	1	Patient	P01R01	P01R01_0141	1
0.074826535	142	DNA2	Patient	1	Patient	P01R01	P01R01_0142	1
0.056679413	143	DNA2	Patient	1	Patient	P01R01	P01R01_0143	1
0.468381533	144	DNA2	Patient	1	Patient	P01R01	P01R01_0144	1
0.174249167	145	DNA2	Patient	1	Patient	P01R01	P01R01_0145	1
0.162358699	146	DNA2	Patient	1	Patient	P01R01	P01R01_0146	1
0.134411344	147	DNA2	Patient	1	Patient	P01R01	P01R01_0147	1
0.064276402	148	DNA2	Patient	1	Patient	P01R01	P01R01_0148	1
0.090781645	149	DNA2	Patient	1	Patient	P01R01	P01R01_0149	1
0.131232589	150	DNA2	Patient	1	Patient	P01R01	P01R01_0150	1
0.059115578	151	DNA2	Patient	1	Patient	P01R01	P01R01_0151	1
0.130739916	152	DNA2	Patient	1	Patient	P01R01	P01R01_0152	1
0.07575551	153	DNA2	Patient	1	Patient	P01R01	P01R01_0153	1
0.464370695	154	DNA2	Patient	1	Patient	P01R01	P01R01_0154	1
0.059872271	155	DNA2	Patient	1	Patient	P01R01	P01R01_0155	1
0.134612812	156	DNA2	Patient	1	Patient	P01R01	P01R01_0156	1
0.150441116	157	DNA2	Patient	1	Patient	P01R01	P01R01_0157	1
0.126800038	158	DNA2	Patient	1	Patient	P01R01	P01R01_0158	1
0.128997282	159	DNA2	Patient	1	Patient	P01R01	P01R01_0159	1
0.103848235	160	DNA2	Patient	1	Patient	P01R01	P01R01_0160	1
0.192468106	161	DNA2	Patient	1	Patient	P01R01	P01R01_0161	1
0.050039715	162	DNA2	Patient	1	Patient	P01R01	P01R01_0162	1
0.185766075	163	DNA2	Patient	1	Patient	P01R01	P01R01_0163	1
0.560834714	164	DNA2	Patient	1	Patient	P01R01	P01R01_0164	1
0.129984443	165	DNA2	Patient	1	Patient	P01R01	P01R01_0165	1
0.116452575	166	DNA2	Patient	1	Patient	P01R01	P01R01_0166	1
0.064298584	167	DNA2	Patient	1	Patient	P01R01	P01R01_0167	1
0.267234562	168	DNA2	Patient	1	Patient	P01R01	P01R01_0168	1
0.094371861	169	DNA2	Patient	1	Patient	P01R01	P01R01_0169	1
0.091195061	170	DNA2	Patient	1	Patient	P01R01	P01R01_0170	1
0.13441402	171	DNA2	Patient	1	Patient	P01R01	P01R01_0171	1
0.080130067	172	DNA2	Patient	1	Patient	P01R01	P01R01_0172	1
0.108142971	173	DNA2	Patient	1	Patient	P01R01	P01R01_0173	1
0.08737712	174	DNA2	Patient	1	Patient	P01R01	P01R01_0174	1
0.152077853	175	DNA2	Patient	1	Patient	P01R01	P01R01_0175	1
0.109177917	176	DNA2	Patient	1	Patient	P01R01	P01R01_0176	1
0.440953256	177	DNA2	Patient	1	Patient	P01R01	P01R01_0177	1
0.089510805	178	DNA2	Patient	1	Patient	P01R01	P01R01_0178	1
0.095320063	179	DNA2	Patient	1	Patient	P01R01	P01R01_0179	1
0.10130474	180	DNA2	Patient	1	Patient	P01R01	P01R01_0180	1
0.141921718	181	DNA2	Patient	1	Patient	P01R01	P01R01_0181	1
0.072816625	182	DNA2	Patient	1	Patient	P01R01	P01R01_0182	1
0.07521229	183	DNA2	Patient	1	Patient	P01R01	P01R01_0183	1
0.089070075	184	DNA2	Patient	1	Patient	P01R01	P01R01_0184	1
0.102856465	185	DNA2	Patient	1	Patient	P01R01	P01R01_0185	1
0.159017136	186	DNA2	Patient	1	Patient	P01R01	P01R01_0186	1
0.129360075	187	DNA2	Patient	1	Patient	P01R01	P01R01_0187	1
0.112227358	188	DNA2	Patient	1	Patient	P01R01	P01R01_0188	1
0.143846072	189	DNA2	Patient	1	Patient	P01R01	P01R01_0189	1
0.068756618	190	DNA2	Patient	1	Patient	P01R01	P01R01_0190	1
0.111261845	191	DNA2	Patient	1	Patient	P01R01	P01R01_0191	1
0.114696265	192	DNA2	Patient	1	Patient	P01R01	P01R01_0192	1
0.152980109	193	DNA2	Patient	1	Patient	P01R01	P01R01_0193	1
0.092811806	194	DNA2	Patient	1	Patient	P01R01	P01R01_0194	1
0.078501648	195	DNA2	Patient	1	Patient	P01R01	P01R01_0195	1
0.081822545	196	DNA2	Patient	1	Patient	P01R01	P01R01_0196	1
0.052590785	197	DNA2	Patient	1	Patient	P01R01	P01R01_0197	1
0.127321229	198	DNA2	Patient	1	Patient	P01R01	P01R01_0198	1
0.071107618	199	DNA2	Patient	1	Patient	P01R01	P01R01_0199	1
0.065834683	200	DNA2	Patient	1	Patient	P01R01	P01R01_0200	1
0.338152682	201	DNA2	Patient	1	Patient	P01R01	P01R01_0201	1
0.306176962	202	DNA2	Patient	1	Patient	P01R01	P01R01_0202	1
0.048259974	203	DNA2	Patient	1	Patient	P01R01	P01R01_0203	1
0.05903595	204	DNA2	Patient	1	Patient	P01R01	P01R01_0204	1
0.149409343	205	DNA2	Patient	1	Patient	P01R01	P01R01_0205	1
0.1369325	206	DNA2	Patient	1	Patient	P01R01	P01R01_0206	1
0.124459485	207	DNA2	Patient	1	Patient	P01R01	P01R01_0207	1
0.173656585	208	DNA2	Patient	1	Patient	P01R01	P01R01_0208	1
0.060952199	209	DNA2	Patient	1	Patient	P01R01	P01R01_0209	1
0.04473742	1	Pt	Patient	1	Patient	P01R01	P01R01_0001	1
0.03193361	2	Pt	Patient	1	Patient	P01R01	P01R01_0002	1
0.025709024	3	Pt	Patient	1	Patient	P01R01	P01R01_0003	1
0.044556882	4	Pt	Patient	1	Patient	P01R01	P01R01_0004	1
0.03803758	5	Pt	Patient	1	Patient	P01R01	P01R01_0005	1
0.049127436	6	Pt	Patient	1	Patient	P01R01	P01R01_0006	1
0.03095356	7	Pt	Patient	1	Patient	P01R01	P01R01_0007	1
0.041523686	8	Pt	Patient	1	Patient	P01R01	P01R01_0008	1
0.044623209	9	Pt	Patient	1	Patient	P01R01	P01R01_0009	1
0.042347645	10	Pt	Patient	1	Patient	P01R01	P01R01_0010	1
0.025496259	11	Pt	Patient	1	Patient	P01R01	P01R01_0011	1
0.041349903	12	Pt	Patient	1	Patient	P01R01	P01R01_0012	1
0.032105731	13	Pt	Patient	1	Patient	P01R01	P01R01_0013	1
0.048952124	14	Pt	Patient	1	Patient	P01R01	P01R01_0014	1
0.03202174	15	Pt	Patient	1	Patient	P01R01	P01R01_0015	1
0.028550383	16	Pt	Patient	1	Patient	P01R01	P01R01_0016	1
0.043052908	17	Pt	Patient	1	Patient	P01R01	P01R01_0017	1
0.028412511	18	Pt	Patient	1	Patient	P01R01	P01R01_0018	1
0.029990977	19	Pt	Patient	1	Patient	P01R01	P01R01_0019	1
0.029635649	20	Pt	Patient	1	Patient	P01R01	P01R01_0020	1
0.038344513	21	Pt	Patient	1	Patient	P01R01	P01R01_0021	1
0.0363652	22	Pt	Patient	1	Patient	P01R01	P01R01_0022	1
0.038037414	23	Pt	Patient	1	Patient	P01R01	P01R01_0023	1
0.031761572	24	Pt	Patient	1	Patient	P01R01	P01R01_0024	1
0.022734193	25	Pt	Patient	1	Patient	P01R01	P01R01_0025	1
0.04176843	26	Pt	Patient	1	Patient	P01R01	P01R01_0026	1
0.040856226	27	Pt	Patient	1	Patient	P01R01	P01R01_0027	1
0.034657359	28	Pt	Patient	1	Patient	P01R01	P01R01_0028	1
0.029681445	29	Pt	Patient	1	Patient	P01R01	P01R01_0029	1
0.037463101	30	Pt	Patient	1	Patient	P01R01	P01R01_0030	1
0.039130068	31	Pt	Patient	1	Patient	P01R01	P01R01_0031	1
0.016537493	32	Pt	Patient	1	Patient	P01R01	P01R01_0032	1
0.036276688	33	Pt	Patient	1	Patient	P01R01	P01R01_0033	1
0.030550824	34	Pt	Patient	1	Patient	P01R01	P01R01_0034	1
0.031920673	35	Pt	Patient	1	Patient	P01R01	P01R01_0035	1
0.042984992	36	Pt	Patient	1	Patient	P01R01	P01R01_0036	1
0.032855862	37	Pt	Patient	1	Patient	P01R01	P01R01_0037	1
0.038750529	38	Pt	Patient	1	Patient	P01R01	P01R01_0038	1
0.038560711	39	Pt	Patient	1	Patient	P01R01	P01R01_0039	1
0.039092905	40	Pt	Patient	1	Patient	P01R01	P01R01_0040	1
0.033809816	41	Pt	Patient	1	Patient	P01R01	P01R01_0041	1
0.057567515	42	Pt	Patient	1	Patient	P01R01	P01R01_0042	1
0.031568022	43	Pt	Patient	1	Patient	P01R01	P01R01_0043	1
0.027618052	44	Pt	Patient	1	Patient	P01R01	P01R01_0044	1
0.040079939	45	Pt	Patient	1	Patient	P01R01	P01R01_0045	1
0.02447068	46	Pt	Patient	1	Patient	P01R01	P01R01_0046	1
0.032735809	47	Pt	Patient	1	Patient	P01R01	P01R01_0047	1
0.035879709	48	Pt	Patient	1	Patient	P01R01	P01R01_0048	1
0.032661959	49	Pt	Patient	1	Patient	P01R01	P01R01_0049	1
0.04034614	50	Pt	Patient	1	Patient	P01R01	P01R01_0050	1
0.036453386	51	Pt	Patient	1	Patient	P01R01	P01R01_0051	1
0.039346671	52	Pt	Patient	1	Patient	P01R01	P01R01_0052	1
0.03674344	53	Pt	Patient	1	Patient	P01R01	P01R01_0053	1
0.048328151	54	Pt	Patient	1	Patient	P01R01	P01R01_0054	1
0.040495946	55	Pt	Patient	1	Patient	P01R01	P01R01_0055	1
0.034042438	56	Pt	Patient	1	Patient	P01R01	P01R01_0056	1
0.031735937	57	Pt	Patient	1	Patient	P01R01	P01R01_0057	1
0.033431187	58	Pt	Patient	1	Patient	P01R01	P01R01_0058	1
0.033954838	59	Pt	Patient	1	Patient	P01R01	P01R01_0059	1
